Team,Game_ID,Points_Scored,Points_Allowed,Win,Field Goals Made,Field Goals Attempted,Free Throws Made,Free Throws Attempted,Three Point Made,Three Point Attempted,Total Points,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Turnovers,Steals,Blocks,Fouls,Technical Fouls,Offensive_Efficiency,Efficient Points Score,Raw EOP,Two Points Per Attempt,Three Points Per Attempt,Total Points Per Attempt,Scoring_Possesions,Team Play Percent,Possesions,Field Goals Made_Allowed,Field Goals Attempted_Allowed,Free Throws Made_Allowed,Free Throws Attempted_Allowed,Three Point Made_Allowed,Three Point Attempted_Allowed,Total Points_Allowed,Offensive Rebounds_Allowed,Defensive Rebounds_Allowed,Total Rebounds_Allowed,Assists_Allowed,Turnovers_Allowed,Steals_Allowed,Blocks_Allowed,Fouls_Allowed,Technical Fouls_Allowed,Offensive_Efficiency_Allowed,Efficient Points Score_Allowed,Raw EOP_Allowed,Two Points Per Attempt_Allowed,Three Points Per Attempt_Allowed,Total Points Per Attempt_Allowed,Scoring_Possesions_Allowed,Team Play Percent_Allowed,Possesions_Allowed,Offensive_Efficieny_Difference
Potosi/Cassville,33025294,72,53,1,27,59,16,35,2,13,72,14,25,39,16,23,18,2,15,0.0,0.380952381,20.19047619,19.97714286,1.086956522,0.461538462,0.949152542,29.92571429,0.31172619,90.62,22,59,7,14,2,10,53,10,27,37,12,28,11,0,23,0.0,0.213483146,15.37078652,13.62876404,0.816326531,0.6,0.779661017,23.4,0.252699784,99.9,0.167469235
Benton,33025294,53,72,0,22,59,7,14,2,10,53,10,27,37,12,28,11,0,23,0.0,0.213483146,15.37078652,13.62876404,0.816326531,0.6,0.779661017,23.4,0.252699784,99.9,27,59,16,35,2,13,72,14,25,39,16,23,18,2,15,0.0,0.380952381,20.19047619,19.97714286,1.086956522,0.461538462,0.949152542,29.92571429,0.31172619,90.62,-0.167469235
Potosi/Cassville,33025295,34,40,0,9,48,12,19,4,18,34,15,16,31,6,29,19,5,16,0.0,0.264705882,10.58823529,9.254117647,0.333333333,0.666666667,0.458333333,12.03157895,0.142217245,80.15,13,41,13,18,1,7,40,5,20,25,5,23,14,0,13,0.0,0.28125,9.5625,8.33625,0.705882353,0.428571429,0.658536585,16.75555556,0.235330836,75.05,-0.016544117999999997
Highland,33025295,40,34,1,13,41,13,18,1,7,40,5,20,25,5,23,14,0,13,0.0,0.28125,9.5625,8.33625,0.705882353,0.428571429,0.658536585,16.75555556,0.235330836,75.05,9,48,12,19,4,18,34,15,16,31,6,29,19,5,16,0.0,0.264705882,10.58823529,9.254117647,0.333333333,0.666666667,0.458333333,12.03157895,0.142217245,80.15,0.016544117999999997
Potosi/Cassville,33025296,44,43,1,16,55,5,8,7,22,44,13,19,32,13,35,25,1,9,0.0,0.2,8.6,8.512,0.545454545,0.954545455,0.709090909,17.25,0.185085837,98.09,18,41,4,13,1,15,43,14,25,39,12,31,16,7,16,0.0,0.228571429,10.05714286,9.728,1.307692308,0.2,0.902439024,18.49230769,0.239537664,73.42,-0.02857142899999998
Pecatonica,33025296,43,44,0,18,41,4,13,1,15,43,14,25,39,12,31,16,7,16,0.0,0.228571429,10.05714286,9.728,1.307692308,0.2,0.902439024,18.49230769,0.239537664,73.42,16,55,5,8,7,22,44,13,19,32,13,35,25,1,9,0.0,0.2,8.6,8.512,0.545454545,0.954545455,0.709090909,17.25,0.185085837,98.09,0.02857142899999998
Potosi/Cassville,33025299,44,38,1,13,57,15,23,3,15,44,7,25,32,8,18,19,7,16,0.0,0.302631579,11.5,10.58,0.476190476,0.6,0.50877193,16.91304348,0.2008675,90.31,13,53,11,20,1,11,38,15,32,47,6,27,5,0,21,0.0,0.23943662,10.53521127,9.098591549,0.571428571,0.272727273,0.509433962,15.42,0.175227273,85.15,0.063194959
Shullsburg,33025299,38,44,0,13,53,11,20,1,11,38,15,32,47,6,27,5,0,21,0.0,0.23943662,10.53521127,9.098591549,0.571428571,0.272727273,0.509433962,15.42,0.175227273,85.15,13,57,15,23,3,15,44,7,25,32,8,18,19,7,16,0.0,0.302631579,11.5,10.58,0.476190476,0.6,0.50877193,16.91304348,0.2008675,90.31,-0.063194959
Potosi/Cassville,33025300,56,30,1,22,64,6,12,6,18,56,18,26,44,10,25,25,1,18,0.0,0.197530864,5.925925926,6.004938272,0.695652174,1.0,0.78125,23.2,0.247334755,95.34,11,46,4,16,2,14,30,9,24,33,8,30,12,1,0,0.0,0.16,8.96,7.7824,0.5625,0.428571429,0.52173913,11.4,0.138349515,84.77,0.037530864
Southwestern,33025300,30,56,0,11,46,4,16,2,14,30,9,24,33,8,30,12,1,0,0.0,0.16,8.96,7.7824,0.5625,0.428571429,0.52173913,11.4,0.138349515,84.77,22,64,6,12,6,18,56,18,26,44,10,25,25,1,18,0.0,0.197530864,5.925925926,6.004938272,0.695652174,1.0,0.78125,23.2,0.247334755,95.34,-0.037530864
Poynette,33025301,53,51,1,18,53,12,19,5,24,53,8,15,23,6,17,11,0,0,0.0,0.264705882,13.5,11.46705882,0.896551724,0.625,0.773584906,21.03157895,0.271025502,82.64,12,30,9,23,6,25,51,10,20,30,12,22,9,2,20,0.0,0.388888889,20.61111111,19.21111111,2.4,0.72,1.0,13.40869565,0.219096334,53.3,-0.12418300700000001
Baraboo,33025301,51,53,0,12,30,9,23,6,25,51,10,20,30,12,22,9,2,20,0.0,0.388888889,20.61111111,19.21111111,2.4,0.72,1.0,13.40869565,0.219096334,53.3,18,53,12,19,5,24,53,8,15,23,6,17,11,0,0,0.0,0.264705882,13.5,11.46705882,0.896551724,0.625,0.773584906,21.03157895,0.271025502,82.64,0.12418300700000001
Poynette,33025303,44,57,0,18,72,4,8,4,28,44,14,18,32,4,10,9,0,0,0.0,0.111111111,6.333333333,5.151111111,0.636363636,0.428571429,0.555555556,18.8,0.220657277,95.82,21,56,13,20,2,14,57,16,36,52,10,17,5,0,10,0.0,0.343283582,15.10447761,14.08835821,0.904761905,0.428571429,0.785714286,24.38,0.300987654,78.28,-0.232172471
Cambridge,33025303,57,44,1,21,56,13,20,2,14,57,16,36,52,10,17,5,0,10,0.0,0.343283582,15.10447761,14.08835821,0.904761905,0.428571429,0.785714286,24.38,0.300987654,78.28,18,72,4,8,4,28,44,14,18,32,4,10,9,0,0,0.0,0.111111111,6.333333333,5.151111111,0.636363636,0.428571429,0.555555556,18.8,0.220657277,95.82,0.232172471
Poynette,33025304,43,57,0,15,58,6,13,7,36,43,13,20,33,7,21,6,0,0,0.0,0.178082192,10.15068493,8.661917808,0.727272727,0.583333333,0.637931034,16.10769231,0.191302759,88.29,15,44,12,20,5,20,57,18,22,40,11,9,10,0,11,0.0,0.5,21.5,20.52,0.833333333,0.75,0.795454545,17.88,0.293114754,51.34,-0.321917808
Columbus,33025304,57,43,1,15,44,12,20,5,20,57,18,22,40,11,9,10,0,11,0.0,0.5,21.5,20.52,0.833333333,0.75,0.795454545,17.88,0.293114754,51.34,15,58,6,13,7,36,43,13,20,33,7,21,6,0,0,0.0,0.178082192,10.15068493,8.661917808,0.727272727,0.583333333,0.637931034,16.10769231,0.191302759,88.29,0.321917808
Poynette,33025305,55,60,0,22,58,10,17,1,20,55,5,25,30,7,12,4,0,0,0.0,0.236111111,14.16666667,12.02277778,1.105263158,0.15,0.775862069,24.35294118,0.317095588,87.85,20,65,13,27,7,43,60,21,27,48,14,14,8,2,17,0.0,0.375,20.625,19.665,1.181818182,0.488372093,0.723076923,22.5037037,0.250598037,82.53,-0.138888889
Lake Mills,33025305,60,55,1,20,65,13,27,7,43,60,21,27,48,14,14,8,2,17,0.0,0.375,20.625,19.665,1.181818182,0.488372093,0.723076923,22.5037037,0.250598037,82.53,22,58,10,17,1,20,55,5,25,30,7,12,4,0,0,0.0,0.236111111,14.16666667,12.02277778,1.105263158,0.15,0.775862069,24.35294118,0.317095588,87.85,0.138888889
Poynette,33025307,61,54,1,19,57,16,32,7,27,61,7,24,31,4,18,9,0,0,0.0,0.277777778,15.0,12.24444444,0.8,0.777777778,0.789473684,22.2,0.25284738,90.31,21,67,4,7,8,36,54,12,29,41,17,18,9,8,26,0.0,0.233333333,14.23333333,13.832,0.838709677,0.666666667,0.746268657,21.91428571,0.249593231,98.96,0.04444444499999997
Lodi,33025307,54,61,0,21,67,4,7,8,36,54,12,29,41,17,18,9,8,26,0.0,0.233333333,14.23333333,13.832,0.838709677,0.666666667,0.746268657,21.91428571,0.249593231,98.96,19,57,16,32,7,27,61,7,24,31,4,18,9,0,0,0.0,0.277777778,15.0,12.24444444,0.8,0.777777778,0.789473684,22.2,0.25284738,90.31,-0.04444444499999997
Poynette,33025309,46,64,0,17,53,9,24,3,19,46,14,15,29,8,20,11,0,0,0.0,0.253731343,16.23880597,13.8841791,0.823529412,0.473684211,0.698113208,18.35,0.222154964,79.22,19,44,19,24,7,16,64,8,22,30,11,15,15,1,0,0.0,0.483870968,22.25806452,20.96129032,0.857142857,1.3125,1.022727273,25.01666667,0.364674441,68.04,-0.23013962500000001
New Glarus,33025309,64,46,1,19,44,19,24,7,16,64,8,22,30,11,15,15,1,0,0.0,0.483870968,22.25806452,20.96129032,0.857142857,1.3125,1.022727273,25.01666667,0.364674441,68.04,17,53,9,24,3,19,46,14,15,29,8,20,11,0,0,0.0,0.253731343,16.23880597,13.8841791,0.823529412,0.473684211,0.698113208,18.35,0.222154964,79.22,0.23013962500000001
Poynette,33025310,78,42,1,24,68,14,10,13,42,78,12,19,31,10,11,16,0,0,0.0,0.311688312,13.09090909,12.31792208,0.846153846,0.928571429,0.897058824,31.84,0.383614458,93.36,16,51,4,10,6,22,42,9,17,26,12,22,4,1,0,0.0,0.210526316,16.42105263,14.4,0.689655172,0.818181818,0.745098039,16.64,0.216103896,83.77,0.10116199600000003
Portage,33025310,42,78,0,16,51,4,10,6,22,42,9,17,26,12,22,4,1,0,0.0,0.210526316,16.42105263,14.4,0.689655172,0.818181818,0.745098039,16.64,0.216103896,83.77,24,68,14,10,13,42,78,12,19,31,10,11,16,0,0,0.0,0.311688312,13.09090909,12.31792208,0.846153846,0.928571429,0.897058824,31.84,0.383614458,93.36,-0.10116199600000003
Poynette,33025311,37,53,0,12,49,8,15,5,26,37,10,15,25,1,19,6,0,0,0.0,0.152542373,8.084745763,6.260338983,0.608695652,0.576923077,0.591836735,13.70666667,0.185225225,76.9,19,55,9,12,6,29,53,18,23,41,15,17,9,1,15,0.0,0.347826087,12.86956522,13.74608696,1.0,0.620689655,0.8,21.7,0.282552083,74.74,-0.195283714
Watertown Luther Prep,33025311,53,37,1,19,55,9,12,6,29,53,18,23,41,15,17,9,1,15,0.0,0.347826087,12.86956522,13.74608696,1.0,0.620689655,0.8,21.7,0.282552083,74.74,12,49,8,15,5,26,37,10,15,25,1,19,6,0,0,0.0,0.152542373,8.084745763,6.260338983,0.608695652,0.576923077,0.591836735,13.70666667,0.185225225,76.9,0.195283714
Prairie du Chien,33025314,74,35,1,28,51,8,11,10,23,74,9,18,27,18,11,9,3,0,0.0,0.366197183,12.81690141,14.75042254,1.285714286,1.304347826,1.294117647,30.32727273,0.456736035,72.77,14,38,3,6,3,11,35,6,11,17,5,20,2,0,12,0.0,0.140350877,10.38596491,8.426666667,0.814814815,0.818181818,0.815789474,14.6,0.241721854,66.78,0.22584630599999997
Black Hawk,33025314,35,74,0,14,38,3,6,3,11,35,6,11,17,5,20,2,0,12,0.0,0.140350877,10.38596491,8.426666667,0.814814815,0.818181818,0.815789474,14.6,0.241721854,66.78,28,51,8,11,10,23,74,9,18,27,18,11,9,3,0,0.0,0.366197183,12.81690141,14.75042254,1.285714286,1.304347826,1.294117647,30.32727273,0.456736035,72.77,-0.22584630599999997
Prairie du Chien,33025315,70,54,1,23,44,14,20,10,17,70,4,17,21,17,11,10,1,13,0.0,0.455882353,24.61764706,24.59941176,0.962962963,1.764705882,1.272727273,26.92,0.427301587,68.32,19,44,4,9,10,23,53,7,18,25,11,19,6,5,15,0.0,0.223880597,15.67164179,13.78208955,0.857142857,1.304347826,1.090909091,19.71111111,0.295962629,73.11,0.23200175600000003
Dodgeville,33025315,54,70,0,19,44,4,9,10,23,53,7,18,25,11,19,6,5,15,0.0,0.223880597,15.67164179,13.78208955,0.857142857,1.304347826,1.090909091,19.71111111,0.295962629,73.11,23,44,14,20,10,17,70,4,17,21,17,11,10,1,13,0.0,0.455882353,24.61764706,24.59941176,0.962962963,1.764705882,1.272727273,26.92,0.427301587,68.32,-0.23200175600000003
Prairie du Chien,33025316,63,41,1,22,50,10,16,9,20,63,10,20,30,19,11,6,2,0,0.0,0.414285714,16.98571429,18.89142857,0.866666667,1.35,1.06,24.5,0.363501484,70.3,14,44,11,17,2,16,41,6,13,19,4,11,3,1,13,0.0,0.283018868,17.83018868,14.41132075,0.857142857,0.375,0.681818182,16.84705882,0.27260613,66.18,0.13126684600000005
Lancaster,33025316,41,63,0,14,44,11,17,2,16,41,6,13,19,4,11,3,1,13,0.0,0.283018868,17.83018868,14.41132075,0.857142857,0.375,0.681818182,16.84705882,0.27260613,66.18,22,50,10,16,9,20,63,10,20,30,19,11,6,2,0,0.0,0.414285714,16.98571429,18.89142857,0.866666667,1.35,1.06,24.5,0.363501484,70.3,-0.13126684600000005
Prairie du Chien,33025317,67,48,1,25,41,6,9,14,21,67,7,20,27,18,16,5,2,0,0.0,0.352941176,16.94117647,17.70352941,1.1,2.0,1.56097561,26.6,0.438943894,65.91,12,39,20,27,4,13,48,9,10,19,7,11,3,0,0,0.0,0.5625,37.6875,31.635,0.615384615,0.923076923,0.717948718,17.92592593,0.294834308,55.97,-0.20955882399999998
Platteville,33025317,48,67,0,12,39,20,27,4,13,48,9,10,19,7,11,3,0,0,0.0,0.5625,37.6875,31.635,0.615384615,0.923076923,0.717948718,17.92592593,0.294834308,55.97,25,41,6,9,14,21,67,7,20,27,18,16,5,2,0,0.0,0.352941176,16.94117647,17.70352941,1.1,2.0,1.56097561,26.6,0.438943894,65.91,0.20955882399999998
Prairie du Chien,33025318,54,40,1,21,41,4,8,9,17,53,12,19,31,14,20,5,0,0,0.0,0.285714286,11.42857143,11.72571429,1.0,1.588235294,1.243902439,21.8,0.339563863,64.56,15,43,4,10,6,22,40,8,8,16,10,17,9,2,12,0.0,0.225806452,12.19354839,10.98322581,0.857142857,0.818181818,0.837209302,15.64,0.244375,68.64,0.05990783399999999
Richland Center,33025318,40,54,0,15,43,4,10,6,22,40,8,8,16,10,17,9,2,12,0.0,0.225806452,12.19354839,10.98322581,0.857142857,0.818181818,0.837209302,15.64,0.244375,68.64,21,41,4,8,9,17,53,12,19,31,14,20,5,0,0,0.0,0.285714286,11.42857143,11.72571429,1.0,1.588235294,1.243902439,21.8,0.339563863,64.56,-0.05990783399999999
Prairie Farm,33025321,70,23,1,28,48,2,6,4,10,70,10,16,26,19,9,21,2,7,0.0,0.318181818,7.318181818,10.15636364,1.263157895,1.2,1.25,28.26666667,0.475869809,65.5,8,20,2,3,1,8,23,0,6,6,9,31,7,0,0,0.0,0.183333333,12.83333333,11.00733333,1.166666667,0.375,0.85,8.533333333,0.163473819,59.0,0.13484848500000002
Bruce,33025321,23,70,0,8,20,2,3,1,8,23,0,6,6,9,31,7,0,0,0.0,0.183333333,12.83333333,11.00733333,1.166666667,0.375,0.85,8.533333333,0.163473819,59.0,28,48,2,6,4,10,70,10,16,26,19,9,21,2,7,0.0,0.318181818,7.318181818,10.15636364,1.263157895,1.2,1.25,28.26666667,0.475869809,65.5,-0.13484848500000002
Prairie Farm,33025325,56,34,1,19,49,9,18,4,17,56,14,20,34,15,8,12,0,17,0.0,0.413793103,14.06896552,15.40965517,0.9375,0.705882353,0.857142857,20.8,0.323987539,61.62,9,46,12,23,4,18,34,22,25,47,6,31,4,4,18,0.0,0.295081967,16.52459016,13.9042623,0.357142857,0.666666667,0.47826087,11.50434783,0.133461112,71.86,0.118711136
Lake Holcombe,33025325,34,56,0,9,46,12,23,4,18,34,22,25,47,6,31,4,4,18,0.0,0.295081967,16.52459016,13.9042623,0.357142857,0.666666667,0.47826087,11.50434783,0.133461112,71.86,19,49,9,18,4,17,56,14,20,34,15,8,12,0,17,0.0,0.413793103,14.06896552,15.40965517,0.9375,0.705882353,0.857142857,20.8,0.323987539,61.62,-0.118711136
Prairie Farm,33025327,85,42,1,30,64,9,11,5,16,85,25,19,44,20,7,14,2,11,0.0,0.439393939,18.45454545,20.70424242,1.041666667,0.9375,1.015625,32.94545455,0.436942368,69.85,17,42,4,6,4,9,42,3,7,10,2,20,4,2,9,0.0,0.098360656,8.360655738,6.503606557,0.787878788,1.333333333,0.904761905,18.06666667,0.280538302,75.59,0.341033283
Winter,33025327,42,85,0,17,42,4,6,4,9,42,3,7,10,2,20,4,2,9,0.0,0.098360656,8.360655738,6.503606557,0.787878788,1.333333333,0.904761905,18.06666667,0.280538302,75.59,30,64,9,11,5,16,85,25,19,44,20,7,14,2,11,0.0,0.439393939,18.45454545,20.70424242,1.041666667,0.9375,1.015625,32.94545455,0.436942368,69.85,-0.341033283
Prentice,33025329,34,57,0,12,42,8,16,0,2,32,9,21,30,4,30,8,1,15,0.0,0.179104478,10.20895522,8.303283582,0.6,0.0,0.571428571,13.6,0.173469388,79.17,23,53,4,18,7,14,57,8,13,21,16,15,21,4,20,0.0,0.263157895,8.947368421,10.0,0.820512821,1.5,1.0,23.35555556,0.310579196,80.64,-0.08405341699999996
Athens,33025329,57,34,1,23,53,4,18,7,14,57,8,13,21,16,15,21,4,20,0.0,0.263157895,8.947368421,10.0,0.820512821,1.5,1.0,23.35555556,0.310579196,80.64,12,42,8,16,0,2,32,9,21,30,4,30,8,1,15,0.0,0.179104478,10.20895522,8.303283582,0.6,0.0,0.571428571,13.6,0.173469388,79.17,0.08405341699999996
Prentice,33025334,11,66,0,4,35,2,6,1,15,11,4,17,21,2,31,5,4,0,0.0,0.0625,4.125,3.23,0.3,0.2,0.257142857,4.266666667,0.062378168,75.72,30,67,3,11,3,8,66,18,23,41,15,14,23,1,0,0.0,0.230769231,2.538461538,4.56,0.915254237,1.125,0.940298507,30.32727273,0.35512029,88.54,-0.168269231
Marathon,33025334,66,11,1,30,67,3,11,3,8,66,18,23,41,15,14,23,1,0,0.0,0.230769231,2.538461538,4.56,0.915254237,1.125,0.940298507,30.32727273,0.35512029,88.54,4,35,2,6,1,15,11,4,17,21,2,31,5,4,0,0.0,0.0625,4.125,3.23,0.3,0.2,0.257142857,4.266666667,0.062378168,75.72,0.168269231
Prentice,33025337,27,67,0,10,39,7,17,0,6,27,10,18,28,4,35,5,0,0,0.0,0.161764706,10.83823529,8.728823529,0.606060606,0.0,0.512820513,11.15294118,0.13803145,78.9,28,66,5,9,5,14,67,18,23,40,13,19,30,1,0,0.0,0.225,6.075,6.84,0.884615385,1.071428571,0.924242424,29.11111111,0.328567845,92.14,-0.063235294
Phillips,33025337,67,27,1,28,66,5,9,5,14,67,18,23,40,13,19,30,1,0,0.0,0.225,6.075,6.84,0.884615385,1.071428571,0.924242424,29.11111111,0.328567845,92.14,10,39,7,17,0,6,27,10,18,28,4,35,5,0,0,0.0,0.161764706,10.83823529,8.728823529,0.606060606,0.0,0.512820513,11.15294118,0.13803145,78.9,0.063235294
Prentice,33025339,42,50,0,15,42,11,21,2,5,42,15,19,34,7,25,8,1,0,0.0,0.305084746,15.25423729,13.21627119,0.702702703,1.2,0.761904762,17.3047619,0.229506126,67.75,18,42,11,22,1,12,50,14,12,26,8,17,12,4,19,0.0,0.358490566,15.05660377,13.62264151,1.133333333,0.25,0.880952381,20.2,0.297935103,60.82,-0.05340581999999999
Stratford,33025339,50,42,1,18,42,11,22,1,12,50,14,12,26,8,17,12,4,19,0.0,0.358490566,15.05660377,13.62264151,1.133333333,0.25,0.880952381,20.2,0.297935103,60.82,15,42,11,21,2,5,42,15,19,34,7,25,8,1,0,0.0,0.305084746,15.25423729,13.21627119,0.702702703,1.2,0.761904762,17.3047619,0.229506126,67.75,0.05340581999999999
Prescott,33025340,36,41,0,12,47,8,13,4,26,36,6,19,25,7,23,15,0,16,0.0,0.211267606,8.661971831,7.707042254,0.761904762,0.461538462,0.595744681,13.96923077,0.185761047,82.38,13,53,10,17,5,27,41,13,26,39,11,29,11,2,17,0.0,0.2625,9.45,9.3765,0.615384615,0.555555556,0.58490566,15.35294118,0.172893482,89.29,-0.051232394000000014
Altoona,33025340,41,36,1,13,53,10,17,5,27,41,13,26,39,11,29,11,2,17,0.0,0.2625,9.45,9.3765,0.615384615,0.555555556,0.58490566,15.35294118,0.172893482,89.29,12,47,8,13,4,26,36,6,19,25,7,23,15,0,16,0.0,0.211267606,8.661971831,7.707042254,0.761904762,0.461538462,0.595744681,13.96923077,0.185761047,82.38,0.051232394000000014
Prescott,33025342,46,33,1,19,50,4,5,4,22,46,12,21,33,12,14,14,1,10,1.0,0.25,8.25,8.55,1.071428571,0.545454545,0.84,20.28,0.307272727,71.16,13,47,3,8,4,21,33,13,11,24,8,16,5,0,10,0.0,0.189655172,8.724137931,7.783448276,0.692307692,0.571428571,0.638297872,13.45,0.203172205,67.89,0.06034482799999999
Baldwin-Woodville,33025342,33,46,0,13,47,3,8,4,21,33,13,11,24,8,16,5,0,10,0.0,0.189655172,8.724137931,7.783448276,0.692307692,0.571428571,0.638297872,13.45,0.203172205,67.89,19,50,4,5,4,22,46,12,21,33,12,14,14,1,10,1.0,0.25,8.25,8.55,1.071428571,0.545454545,0.84,20.28,0.307272727,71.16,-0.06034482799999999
Prescott,33025344,35,61,0,14,36,4,10,3,11,35,4,22,26,11,26,8,3,23,0.0,0.217391304,13.26086957,11.89565217,0.88,0.818181818,0.861111111,14.64,0.221818182,72.12,19,46,12,22,11,29,61,8,19,27,14,13,15,0,10,0.0,0.4,14.0,14.896,0.941176471,1.137931034,1.065217391,21.61818182,0.318852239,68.84,-0.18260869600000001
Durand,33025344,61,35,1,19,46,12,22,11,29,61,8,19,27,14,13,15,0,10,0.0,0.4,14.0,14.896,0.941176471,1.137931034,1.065217391,21.61818182,0.318852239,68.84,14,36,4,10,3,11,35,4,22,26,11,26,8,3,23,0.0,0.217391304,13.26086957,11.89565217,0.88,0.818181818,0.861111111,14.64,0.221818182,72.12,0.18260869600000001
Prescott,33025345,63,47,1,21,63,16,19,5,19,63,17,17,34,12,10,13,3,18,0.0,0.411764706,19.35294118,18.46352941,0.727272727,0.789473684,0.746031746,26.38947368,0.327412825,80.01,16,40,9,18,6,16,47,11,24,35,10,16,7,1,19,19.0,0.345454545,21.76363636,19.16581818,0.833333333,1.125,0.95,17.8,0.28164557,60.23,0.06631016099999998
Ellsworth,33025345,47,63,0,16,40,9,18,6,16,47,11,24,35,10,16,7,1,19,19.0,0.345454545,21.76363636,19.16581818,0.833333333,1.125,0.95,17.8,0.28164557,60.23,21,63,16,19,5,19,63,17,17,34,12,10,13,3,18,0.0,0.411764706,19.35294118,18.46352941,0.727272727,0.789473684,0.746031746,26.38947368,0.327412825,80.01,-0.06631016099999998
Prescott,33025346,60,43,1,19,48,15,22,7,17,60,12,23,35,14,22,14,2,15,0.0,0.402777778,17.31944444,17.44833333,0.774193548,1.235294118,0.9375,23.09090909,0.293031841,76.36,12,53,16,22,3,22,43,14,17,31,6,14,8,0,0,0.0,0.372881356,22.37288136,18.70372881,0.580645161,0.409090909,0.509433962,16.65454545,0.219716959,73.22,0.029896421999999978
Gale-Ettrick-Trempealeau,33025346,43,60,0,12,53,16,22,3,22,43,14,17,31,6,14,8,0,0,0.0,0.372881356,22.37288136,18.70372881,0.580645161,0.409090909,0.509433962,16.65454545,0.219716959,73.22,19,48,15,22,7,17,60,12,23,35,14,22,14,2,15,0.0,0.402777778,17.31944444,17.44833333,0.774193548,1.235294118,0.9375,23.09090909,0.293031841,76.36,-0.029896421999999978
Prescott,33025347,52,54,0,19,44,4,8,10,21,52,10,25,35,16,22,8,4,12,0.0,0.277777778,15.0,14.77777778,0.782608696,1.428571429,1.090909091,19.8,0.286127168,72.9,21,52,7,15,5,19,54,6,14,20,15,11,12,1,11,0.0,0.305555556,15.88888889,15.55888889,0.96969697,0.789473684,0.903846154,22.30666667,0.323285024,77.38,-0.02777777800000003
Menomonie,33025347,54,52,1,21,52,7,15,5,19,54,6,14,20,15,11,12,1,11,0.0,0.305555556,15.88888889,15.55888889,0.96969697,0.789473684,0.903846154,22.30666667,0.323285024,77.38,19,44,4,8,10,21,52,10,25,35,16,22,8,4,12,0.0,0.277777778,15.0,14.77777778,0.782608696,1.428571429,1.090909091,19.8,0.286127168,72.9,0.02777777800000003
Prescott,33025348,62,46,1,18,45,15,21,11,22,62,8,19,27,16,12,14,1,18,0.0,0.476923077,21.93846154,22.47261538,0.608695652,1.5,1.044444444,22.28571429,0.340760157,66.44,13,32,8,17,4,17,46,16,23,39,9,22,5,0,0,0.0,0.361702128,22.42553191,19.51744681,1.2,0.705882353,0.9375,14.50588235,0.238583591,49.68,0.11522094899999996
Osceola,33025348,46,62,0,13,32,8,17,4,17,46,16,23,39,9,22,5,0,0,0.0,0.361702128,22.42553191,19.51744681,1.2,0.705882353,0.9375,14.50588235,0.238583591,49.68,18,45,15,21,11,22,62,8,19,27,16,12,14,1,18,0.0,0.476923077,21.93846154,22.47261538,0.608695652,1.5,1.044444444,22.28571429,0.340760157,66.44,-0.11522094899999996
Prescott,33025351,61,52,1,21,57,11,21,8,25,61,16,23,39,18,17,16,1,10,0.0,0.381578947,19.84210526,20.3,0.8125,0.96,0.877192982,23.3047619,0.28282478,79.68,18,55,6,11,6,33,48,11,21,32,17,20,10,3,15,0.0,0.283950617,17.32098765,16.83259259,1.090909091,0.545454545,0.763636364,19.30909091,0.243187543,85.23,0.09762832999999999
Somerset,33025351,52,61,0,18,55,6,11,6,33,48,11,21,32,17,20,10,3,15,0.0,0.283950617,17.32098765,16.83259259,1.090909091,0.545454545,0.763636364,19.30909091,0.243187543,85.23,21,57,11,21,8,25,61,16,23,39,18,17,16,1,10,0.0,0.381578947,19.84210526,20.3,0.8125,0.96,0.877192982,23.3047619,0.28282478,79.68,-0.09762832999999999
Pulaski,33025354,29,34,0,3,13,11,17,4,15,29,5,14,19,3,9,2,0,14,0.0,0.7,23.8,19.684,0.0,0.8,0.769230769,5.847058824,0.203022876,21.85,12,30,7,9,1,14,34,7,21,28,7,10,5,5,16,0.0,0.35,10.15,9.576,1.375,0.214285714,0.833333333,14.17777778,0.325178389,44.51,0.35
Bay Port,33025354,34,29,1,12,30,7,9,1,14,34,7,21,28,7,10,5,5,16,0.0,0.35,10.15,9.576,1.375,0.214285714,0.833333333,14.17777778,0.325178389,44.51,3,13,11,17,4,15,29,5,14,19,3,9,2,0,14,0.0,0.7,23.8,19.684,0.0,0.8,0.769230769,5.847058824,0.203022876,21.85,-0.35
Racine Lutheran,33025385,64,35,1,24,48,2,7,14,26,64,11,27,38,17,20,8,3,8,0.0,0.256756757,8.986486486,10.14702703,0.909090909,1.615384615,1.291666667,24.22857143,0.342211461,75.43,15,52,4,7,1,12,35,11,15,26,6,16,13,3,10,0.0,0.158730159,10.15873016,8.444444444,0.7,0.25,0.596153846,15.91428571,0.224778047,77.03,0.09802659799999999
Dominican,33025385,35,64,0,15,52,4,7,1,12,35,11,15,26,6,16,13,3,10,0.0,0.158730159,10.15873016,8.444444444,0.7,0.25,0.596153846,15.91428571,0.224778047,77.03,24,48,2,7,14,26,64,11,27,38,17,20,8,3,8,0.0,0.256756757,8.986486486,10.14702703,0.909090909,1.615384615,1.291666667,24.22857143,0.342211461,75.43,-0.09802659799999999
